"scope","required","source_kind","repo_path","current_url","target_r2_key","bytes","sha256","referenced_by","status"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/02-tpp-camera-subject-control/output_action (24) (2).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/output_action-24-2.mp4","Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/output_action-24-2.mp4","5572499","0e552e3c24ae3708c3db73e1edab09664833bc0f70d98e2778c45f3f55f7a65e","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/02-tpp-camera-subject-control/ruined_city_white_hair_smooth (3).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ruined_city_white_hair_smooth-3.mp4","Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ruined_city_white_hair_smooth-3.mp4","9576716","c1e87656fb82d078f2d440fb82fb0905472148211a1325f50c207927cd0eb921","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r000_demo424_d0223-wmb-t16_seed1_continuous_ui.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r000_demo424_d0223-wmb-t16_seed1_continuous_ui.mp4","Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r000_demo424_d0223-wmb-t16_seed1_continuous_ui.mp4","21446169","ffdeb2ef5393f979efb2b9cf1f52eacdeb39604a070bc5792d129e56c37e20ab","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r003_wbench_c105-case_108_seed14_continuous_ui.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r003_wbench_c105-case_108_seed14_continuous_ui.mp4","Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r003_wbench_c105-case_108_seed14_continuous_ui.mp4","61767714","8b00930c0ac0e6498c4503240ce88b51f4ec0843437b8a2386b1522b747845c2","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r005_demo424_d0008-genie-t50_seed16_continuous_ui.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r005_demo424_d0008-genie-t50_seed16_continuous_ui.mp4","Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r005_demo424_d0008-genie-t50_seed16_continuous_ui.mp4","9770592","dfeb403c5ff6e19a98e49922cffa107a7ec0febfd7a324fe572e854861bffcd5","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r014_wbench_c117-case_120_seed2_continuous_ui.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r014_wbench_c117-case_120_seed2_continuous_ui.mp4","Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r014_wbench_c117-case_120_seed2_continuous_ui.mp4","38564408","9e6809ae9c4b5294993a23d5c5fe91ee4b33f02bb7453140ed853e16bb5fbc8f","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r027_demo424_d0149-wmb-t42_seed4_continuous_ui.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r027_demo424_d0149-wmb-t42_seed4_continuous_ui.mp4","Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/ti2av_r027_demo424_d0149-wmb-t42_seed4_continuous_ui.mp4","29185248","e42f9c850221f704fbd103a20be8b524c11690765b0bc5556bd43c57e917e7a9","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/03-native-audio-visual/desolate_snow_covered_alien_landscape_action.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/03-native-audio-visual/desolate_snow_covered_alien_landscape_action.mp4","Echo15/wm/assets/optimized/results/03-native-audio-visual/desolate_snow_covered_alien_landscape_action.mp4","2588052","f66af6e7bc4d2295212aca4648179fd1e3f60d059d821997e12b7f66c0eb428e","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/03-native-audio-visual/icy_wastes_lone_wanderer...ined_action_overlay (2).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/03-native-audio-visual/icy_wastes_lone_wanderer-ined_action_overlay-2.mp4","Echo15/wm/assets/optimized/results/03-native-audio-visual/icy_wastes_lone_wanderer-ined_action_overlay-2.mp4","5875261","544dc63786e5ee6525b35ab66caf388cf781c0103c2098c1c8f8e7bbd9d77c5f","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/03-native-audio-visual/ti2av_r000_demo424_d0016-genie-t58_seed21_continuous_ui.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/03-native-audio-visual/ti2av_r000_demo424_d0016-genie-t58_seed21_continuous_ui.mp4","Echo15/wm/assets/optimized/results/03-native-audio-visual/ti2av_r000_demo424_d0016-genie-t58_seed21_continuous_ui.mp4","5054456","c592eef1dec9e46bccd79b923e3b7672cd1859b437ef1c861e245c10c859ac23","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/03-native-audio-visual/ti2av_r001_demo424_d0300-wm10s-t52_seed21_continuous_ui.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/03-native-audio-visual/ti2av_r001_demo424_d0300-wm10s-t52_seed21_continuous_ui.mp4","Echo15/wm/assets/optimized/results/03-native-audio-visual/ti2av_r001_demo424_d0300-wm10s-t52_seed21_continuous_ui.mp4","6190104","d1f01a1f34d6cbd0d37705d8601fc512de6d112f912065a83aec8b63dd7e834d","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/03-native-audio-visual/ti2av_r001_demo424_d0304-wm10s-t29_seed12_continuous_ui.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/03-native-audio-visual/ti2av_r001_demo424_d0304-wm10s-t29_seed12_continuous_ui.mp4","Echo15/wm/assets/optimized/results/03-native-audio-visual/ti2av_r001_demo424_d0304-wm10s-t29_seed12_continuous_ui.mp4","1922289","e66c4c69506733006ef2d78e8daadf8b5c75a5729e26013dbb377c11990a400a","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/03-native-audio-visual/ti2av_r024_demo424_d0206-wmb-t26_seed7_continuous_ui.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/03-native-audio-visual/ti2av_r024_demo424_d0206-wmb-t26_seed7_continuous_ui.mp4","Echo15/wm/assets/optimized/results/03-native-audio-visual/ti2av_r024_demo424_d0206-wmb-t26_seed7_continuous_ui.mp4","3523550","f7a9420dac13ba6dd7cfd3c89d89ba52c0caecaa851dc4d4ffbf4eb65364181c","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/04-multi-turn/alien_shoreline_covered_crimson_coral_action (1).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/04-multi-turn/alien_shoreline_covered_crimson_coral_action-1.mp4","Echo15/wm/assets/optimized/results/04-multi-turn/alien_shoreline_covered_crimson_coral_action-1.mp4","7235530","5ee2e8b0e984925da6d7fe6045ebc8552a0c390d20d528f96f977df5e18e9124","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/04-multi-turn/case_138_action (2).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/04-multi-turn/case_138_action-2.mp4","Echo15/wm/assets/optimized/results/04-multi-turn/case_138_action-2.mp4","1619285","7d2461154cdc50f13f4ce5b364dd9c3e3a09c6060e0880dbfdb5e38536434cab","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/04-multi-turn/case_146_action (1).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/04-multi-turn/case_146_action-1.mp4","Echo15/wm/assets/optimized/results/04-multi-turn/case_146_action-1.mp4","2883145","2153ee307d8950ddf222b2f56080a1ebbc3504c01104118ac762623c5a3ee7ec","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/04-multi-turn/devastated_battlefield_b..._apocalyptic_action (1).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/04-multi-turn/devastated_battlefield_b-_apocalyptic_action-1.mp4","Echo15/wm/assets/optimized/results/04-multi-turn/devastated_battlefield_b-_apocalyptic_action-1.mp4","8684414","64cb01f450d14c04092cf8dc1881acb647f144ee0bc4e79d46ba98f8233ffdce","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/04-multi-turn/golden_ancient_egyptian_market_leads_action (1).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/04-multi-turn/golden_ancient_egyptian_market_leads_action-1.mp4","Echo15/wm/assets/optimized/results/04-multi-turn/golden_ancient_egyptian_market_leads_action-1.mp4","6283835","8b469668c80432cec8fc12a73b9c648d0a24ed5b1d0e04291ebf0c7bd2596638","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/04-multi-turn/lone_traveler_stands_beside_turquoise_action (1).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/04-multi-turn/lone_traveler_stands_beside_turquoise_action-1.mp4","Echo15/wm/assets/optimized/results/04-multi-turn/lone_traveler_stands_beside_turquoise_action-1.mp4","3821380","b7c72b3fd258eed1cfb2bd8091cc408ef9270b6feaa2cfe0bac64a477b0d5769","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/04-multi-turn/lone_warrior_stands_desolate_plain_action (1).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/04-multi-turn/lone_warrior_stands_desolate_plain_action-1.mp4","Echo15/wm/assets/optimized/results/04-multi-turn/lone_warrior_stands_desolate_plain_action-1.mp4","3986440","0aa3c1abd10d1605a7373f1dc3dcdc26bc7de8c392b4634540d31824192d6122","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/04-multi-turn/sunlit_desert_city_surrounds_monumental_action.mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/04-multi-turn/sunlit_desert_city_surrounds_monumental_action.mp4","Echo15/wm/assets/optimized/results/04-multi-turn/sunlit_desert_city_surrounds_monumental_action.mp4","6333867","b58e8407462191c7c4fee25a9c56973062534b7ca646da47aff6342d992b5736","wm/script.js generated runs","local-ok"
"world-model","yes","r2+local-copy","public/wm/assets/optimized/results/04-multi-turn/sunlit_white_stone_valley_surrounds_action (1).mp4","https://echovideo.jd.cn/Echo15/wm/assets/optimized/results/04-multi-turn/sunlit_white_stone_valley_surrounds_action-1.mp4","Echo15/wm/assets/optimized/results/04-multi-turn/sunlit_white_stone_valley_surrounds_action-1.mp4","5394906","8e3fed8e67759af9d950e69fbd47bb39dac324920dd0b9196b911773871c74c8","wm/script.js generated runs","local-ok"
"world-model","yes","r2-only","","https://echovideo.jd.cn/Echo15/wm/external/snowball-mountain-shot-01.mp4","Echo15/wm/external/snowball-mountain-shot-01.mp4","4940097","","literal BOS URL in source","http-200"
"long-video","no","local-only","public/media/blue-beard/shots/shot-07.mp4","/media/blue-beard/shots/shot-07.mp4","Echo15/media/blue-beard/shots/shot-07.mp4","844161","56a23f08ed500351ff11309d177f4060c00c3f266e05fdb86e7264d1ad8181cb","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-08.mp4","/media/blue-beard/shots/shot-08.mp4","Echo15/media/blue-beard/shots/shot-08.mp4","860047","ebd06b54fc299a01f7bfbfe60a399453cb48a3428c37c81f918825d8bc4a7b94","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-09.mp4","/media/blue-beard/shots/shot-09.mp4","Echo15/media/blue-beard/shots/shot-09.mp4","1378261","a9ab982bed16325ae0c7f04b582cf672385ea04df8deb034b1d965e4d3443754","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-10.mp4","/media/blue-beard/shots/shot-10.mp4","Echo15/media/blue-beard/shots/shot-10.mp4","591547","83fdfd80b696e3f4d70ad8592a26673704557575909cbb587583df0903457a14","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-11.mp4","/media/blue-beard/shots/shot-11.mp4","Echo15/media/blue-beard/shots/shot-11.mp4","880074","8ac909729378f70a7d3fde13790db42d48b54898b8416ef32241fac63966a6b5","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-12.mp4","/media/blue-beard/shots/shot-12.mp4","Echo15/media/blue-beard/shots/shot-12.mp4","1038611","4d67c4f1d5516ac3826bb5d4267c571d59c1eda22c6f2a4dcdb3bd5d72408854","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-13.mp4","/media/blue-beard/shots/shot-13.mp4","Echo15/media/blue-beard/shots/shot-13.mp4","1163686","ef31f6bc3fb5f363e722356143056e62c00dd4e21afcd9a9bf01768292cdfcbf","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-14.mp4","/media/blue-beard/shots/shot-14.mp4","Echo15/media/blue-beard/shots/shot-14.mp4","1417225","ac994d7bab8d97b597ab59b53d4828a8f701241b999f419db63cdf948dad7315","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-15.mp4","/media/blue-beard/shots/shot-15.mp4","Echo15/media/blue-beard/shots/shot-15.mp4","1227238","f13c374c34b3793e151b80cec8b289b3e2691c69e3b341b8bbef504c3da64b6c","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-16.mp4","/media/blue-beard/shots/shot-16.mp4","Echo15/media/blue-beard/shots/shot-16.mp4","1078540","d23cc668c78f125955c98d57dcdf30041c68ae81198a6d719920e81e595e1848","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-17.mp4","/media/blue-beard/shots/shot-17.mp4","Echo15/media/blue-beard/shots/shot-17.mp4","755324","ec2ea9ea8b1a0b5624445041198fbb6e43a138e2607572899ab075b4dabea590","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-18.mp4","/media/blue-beard/shots/shot-18.mp4","Echo15/media/blue-beard/shots/shot-18.mp4","733187","e29ab7f6cd10ea15a151183deb57d7864098cc1f50675887940a69b19734f99a","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-19.mp4","/media/blue-beard/shots/shot-19.mp4","Echo15/media/blue-beard/shots/shot-19.mp4","1313178","76332de5d4c2e86da25a908d515b321cef52180ff46f3e58c10da2e44c6bdc05","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-20.mp4","/media/blue-beard/shots/shot-20.mp4","Echo15/media/blue-beard/shots/shot-20.mp4","682830","91a8a99c9b8f750d3928a74a7c2cb60f834acb71fb7dc166eaa05d9426d8e18b","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-21.mp4","/media/blue-beard/shots/shot-21.mp4","Echo15/media/blue-beard/shots/shot-21.mp4","668794","4ee32417d320d5ce4610ab4a4a6195475c45f6459f959629c66aa6af481e2a07","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-22.mp4","/media/blue-beard/shots/shot-22.mp4","Echo15/media/blue-beard/shots/shot-22.mp4","1255391","4ba5dd0579937e1d29f47408800f2771dba80bc153d09bd0e67ba95c3571c7b6","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-23.mp4","/media/blue-beard/shots/shot-23.mp4","Echo15/media/blue-beard/shots/shot-23.mp4","1788993","90fe0789e7cebd434802a530cf40b8d50d5101d4069a6625ba69e70b69fa4cac","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-24.mp4","/media/blue-beard/shots/shot-24.mp4","Echo15/media/blue-beard/shots/shot-24.mp4","828298","65e0792c94adf8365d02a8421966379430a6df716e1dd76dfc9081df90a0d67a","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-25.mp4","/media/blue-beard/shots/shot-25.mp4","Echo15/media/blue-beard/shots/shot-25.mp4","413222","3f994fb14865626c273333ee1b7a05f9a6e13489eaad58d32237221cd47d95e3","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-26.mp4","/media/blue-beard/shots/shot-26.mp4","Echo15/media/blue-beard/shots/shot-26.mp4","570828","6ac67101f53a35912ef59db61845bb20925d4742d78bd4fe96eb786df05dd165","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-27.mp4","/media/blue-beard/shots/shot-27.mp4","Echo15/media/blue-beard/shots/shot-27.mp4","627287","6535ba1d0e56dc688cf1002d0c37ca4786bee0b67c04e766379744666b5173c6","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-28.mp4","/media/blue-beard/shots/shot-28.mp4","Echo15/media/blue-beard/shots/shot-28.mp4","537184","4fe03ea38657026fd2ce3575d31a0ebd96d20695e380b8fe34c3511d90319034","local inventory only","local-ok"
"long-video","no","local-only","public/media/blue-beard/shots/shot-29.mp4","/media/blue-beard/shots/shot-29.mp4","Echo15/media/blue-beard/shots/shot-29.mp4","471645","1c99ca1efffd00b6c8693e0f09ae6b2fd9582d26bbc6bffd47ea97519011fa42","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/media/alien-drive.mp4","/wm/assets/media/alien-drive.mp4","Echo15/wm/assets/media/alien-drive.mp4","11083982","9d23b026dab9c986a9b871f1a03d281fdf50a2e1730963bb77ad1b235db9d045","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/media/amalfi-drive.mp4","/wm/assets/media/amalfi-drive.mp4","Echo15/wm/assets/media/amalfi-drive.mp4","15540396","fc06a46042ff8739d7efd81304dd8b9671250bc369c7e260d9eab202f2fd22d1","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/media/ancient-ruins.mp4","/wm/assets/media/ancient-ruins.mp4","Echo15/wm/assets/media/ancient-ruins.mp4","7502498","2b8f3917cdea76cc3da845d96cfe8add593e7c535a6aaa91717348d1fd2a987c","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/media/cat-library.mp4","/wm/assets/media/cat-library.mp4","Echo15/wm/assets/media/cat-library.mp4","6986293","9a9534d275f93ff84a65848c330013d4e52e172d60367807682da9faf165ae42","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/media/coral-reef.mp4","/wm/assets/media/coral-reef.mp4","Echo15/wm/assets/media/coral-reef.mp4","20185038","d8c8622d5574c426357dabc51699b2821cd2ca86ae28d9d3e51b5a78680fa355","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/media/forest-bird.mp4","/wm/assets/media/forest-bird.mp4","Echo15/wm/assets/media/forest-bird.mp4","9240300","745f32ed07dc4857bc51dd40f3a9669fcb5a640d5b272243ad98a64551993426","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/media/yarn-bee.mp4","/wm/assets/media/yarn-bee.mp4","Echo15/wm/assets/media/yarn-bee.mp4","6692794","aa412662120bbffebef703847d80b634572e189182c30f74dc0ff73358218d69","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/optimized/featured/audio/amalfi-drive.mp4","/wm/assets/optimized/featured/audio/amalfi-drive.mp4","Echo15/wm/assets/optimized/featured/audio/amalfi-drive.mp4","8619435","6aa237d668575bfd8edb2161dc7d6d9081962a2d919c0962e4b93c8e591af2f7","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/optimized/featured/audio/ancient-ruins.mp4","/wm/assets/optimized/featured/audio/ancient-ruins.mp4","Echo15/wm/assets/optimized/featured/audio/ancient-ruins.mp4","4136303","45621e31d8810bd99f02c1fc3643b31a5891bb19fcff42062a5e8ae593fe29a7","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/optimized/featured/audio/ti2av_r001_demo424_d0304-wm10s-t29_seed12_continuous_ui.mp4","/wm/assets/optimized/featured/audio/ti2av_r001_demo424_d0304-wm10s-t29_seed12_continuous_ui.mp4","Echo15/wm/assets/optimized/featured/audio/ti2av_r001_demo424_d0304-wm10s-t29_seed12_continuous_ui.mp4","1922289","e66c4c69506733006ef2d78e8daadf8b5c75a5729e26013dbb377c11990a400a","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/optimized/featured/audio/ti2av_r003_demo424_d0304-wm10s-t29_seed4_continuous_ui.mp4","/wm/assets/optimized/featured/audio/ti2av_r003_demo424_d0304-wm10s-t29_seed4_continuous_ui.mp4","Echo15/wm/assets/optimized/featured/audio/ti2av_r003_demo424_d0304-wm10s-t29_seed4_continuous_ui.mp4","3447359","bc388536b261bd767465a4c534119a55f29ee979115e5c9a69d92ecd51d3e70c","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/optimized/featured/viewpoint/alien-drive.mp4","/wm/assets/optimized/featured/viewpoint/alien-drive.mp4","Echo15/wm/assets/optimized/featured/viewpoint/alien-drive.mp4","5726978","94f9bc67754e65eca572c2d0017c1dcc1eda71ec64706edddcd64eeff468a147","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/optimized/featured/viewpoint/cat-library.mp4","/wm/assets/optimized/featured/viewpoint/cat-library.mp4","Echo15/wm/assets/optimized/featured/viewpoint/cat-library.mp4","3643127","b7f3e9745b4cc1fa16c3d60a39956e3900424268c60ecefb93ce8068e48675c5","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/optimized/featured/viewpoint/coral-reef.mp4","/wm/assets/optimized/featured/viewpoint/coral-reef.mp4","Echo15/wm/assets/optimized/featured/viewpoint/coral-reef.mp4","13581176","636f529a77d830d2a9d0a7293dc7046d0c427cc0f2c0250f86d3a965a6accee7","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/optimized/featured/viewpoint/forbidden_city_paper_30fps_interpolated_final (1).mp4","/wm/assets/optimized/featured/viewpoint/forbidden_city_paper_30fps_interpolated_final (1).mp4","Echo15/wm/assets/optimized/featured/viewpoint/forbidden_city_paper_30fps_interpolated_final-1.mp4","9076144","7755445690070097b1245aabf38b58cbb5081a994883198ad58e2b6146947bc2","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/optimized/featured/viewpoint/forest-bird.mp4","/wm/assets/optimized/featured/viewpoint/forest-bird.mp4","Echo15/wm/assets/optimized/featured/viewpoint/forest-bird.mp4","5083241","3bd542a90015fd9665b2c35795f51ec831aee14c37535cc2c21caa3bacd6f6ed","local inventory only","local-ok"
"world-model","no","local-only","public/wm/assets/optimized/results/02-tpp-camera-subject-control/bioluminescent_forest (3).mp4","/wm/assets/optimized/results/02-tpp-camera-subject-control/bioluminescent_forest (3).mp4","Echo15/wm/assets/optimized/results/02-tpp-camera-subject-control/bioluminescent_forest-3.mp4","10791941","78dedbc4d4bd80e876f2150a2296fd4e47c2f555a817d4d8b25b80985d71ddb2","local inventory only","local-ok"
